_id,datetime,measurement.date,measurement.mass,measurement.name,measurement.remark,measurement.time,measurement.volume,modifeod,name
"""616a1edf3b53000068003dc3""",16.10.2021 02:37:51,"[""2021-10-16""]",[3.2182137966156006],"[""Mitte-Rechts""]","[""""]","[""02:37:17""]",[1.0727379322052002],16.10.2021 02:37:51,DeutscheBarytIndustrieOwlEye
"""616a1f573b53000068003df3""",16.10.2021 02:39:51,"[""2021-10-16""]",[3.9702816009521484],"[""Mitte-Rechts""]","[""""]","[""02:39:17""]",[1.3234272003173828],16.10.2021 02:39:51,DeutscheBarytIndustrieOwlEye
"""616a1fd03b53000068003e23""",16.10.2021 02:41:51,"[""2021-10-16""]",[3.1301684379577637],"[""Mitte-Rechts""]","[""""]","[""02:41:17""]",[1.0433894395828247],16.10.2021 02:41:51,DeutscheBarytIndustrieOwlEye
"""616a5d5a6c2600003f000f95""",16.10.2021 07:04:26,"[""2021-10-16""]",[0.19358354806900024],"[""Mitte-Rechts""]","[""""]","[""07:03:59""]",[0.06452784687280655],16.10.2021 07:04:26,DeutscheBarytIndustrieOwlEye
"""616a6a576c2600003f000fc5""",16.10.2021 07:59:51,"[""2021-10-16""]",[3.403258800506592],"[""Mitte-Rechts""]","[""""]","[""07:59:23""]",[1.134419560432434],16.10.2021 07:59:51,DeutscheBarytIndustrieOwlEye
"""616a6bf96c2600003f000ff5""",16.10.2021 08:06:48,"[""2021-10-16""]",[0.20780767500400543],"[""Mitte-Rechts""]","[""""]","[""08:06:21""]",[0.06926922500133514],16.10.2021 08:06:48,DeutscheBarytIndustrieOwlEye
"""616a6d9e6c2600003f001025""",16.10.2021 08:13:50,"[""2021-10-16""]",[2.864692211151123],"[""Mitte-Rechts""]","[""""]","[""08:13:21""]",[0.954897403717041],16.10.2021 08:13:50,DeutscheBarytIndustrieOwlEye
"""616a6f406c2600003f001055""",16.10.2021 08:20:48,"[""2021-10-16""]",[2.888080358505249],"[""Mitte-Rechts""]","[""""]","[""08:20:21""]",[0.9626935124397278],16.10.2021 08:20:48,DeutscheBarytIndustrieOwlEye
"""616a70e46c2600003f001085""",16.10.2021 08:27:48,"[""2021-10-16""]",[3.138641834259033],"[""Mitte-Rechts""]","[""""]","[""08:27:21""]",[1.0462138652801514],16.10.2021 08:27:48,DeutscheBarytIndustrieOwlEye
"""616a72896c2600003f0010b5""",16.10.2021 08:34:48,"[""2021-10-16""]",[3.0076820850372314],"[""Mitte-Rechts""]","[""""]","[""08:34:21""]",[1.0025607347488403],16.10.2021 08:34:48,DeutscheBarytIndustrieOwlEye
"""616a742e6c2600003f0010e7""",16.10.2021 08:41:50,"[""2021-10-16""]",[3.6571476459503174],"[""Mitte-Rechts""]","[""""]","[""08:41:21""]",[1.2190492153167725],16.10.2021 08:41:50,DeutscheBarytIndustrieOwlEye
"""616a75d06c2600003f001117""",16.10.2021 08:48:48,"[""2021-10-16""]",[2.9373700618743896],"[""Mitte-Rechts""]","[""""]","[""08:48:21""]",[0.9791233539581299],16.10.2021 08:48:48,DeutscheBarytIndustrieOwlEye
"""616a77746c2600003f001147""",16.10.2021 08:55:48,"[""2021-10-16""]",[2.635192394256592],"[""Mitte-Rechts""]","[""""]","[""08:55:21""]",[0.8783974647521973],16.10.2021 08:55:48,DeutscheBarytIndustrieOwlEye
"""616a79196c2600003f001177""",16.10.2021 09:02:48,"[""2021-10-16""]",[3.1641225814819336],"[""Mitte-Rechts""]","[""""]","[""09:02:21""]",[1.0547075271606445],16.10.2021 09:02:48,DeutscheBarytIndustrieOwlEye
